TransitionComputerCode,RouteString
SSTIK5 SUSEY,PORTE SUSEY
SSTIK5 YYUNG,PORTE FFOIL LIBBO YYUNG
SSYKO3 KAYOS,SSYKO KAYOS
SJN9 ABQ,SJN ABQ
STAKK5 BZN,STAKK CUSRI SWEDD BZN
STAKK5 CONNS,STAKK CUSRI SWEDD CONNS
STAKK5 GTF,STAKK FAVOX HONVI TICUS GTF
STAKK5 LWT,STAKK FAVOX HONVI LWT
STAKK5 WAUTS,STAKK FAVOX WAUTS
TFD4 OLIIN,TFD PUSCH OLIIN
TFD4 TUS,TFD TUS
STAYY4 AVRRY,STAYY FNCHH TBERD PEELR MTBAL AVRRY
STAYY4 CNERY,STAYY WIILD FLWRZ BLCKD CSTWY CNERY
STAYY4 OTAYY,STAYY WIILD WAGAV OTAYY
STAYY4 TCATE,STAYY WIILD TCATE
STHBY1 BEALE,STHBY HOLTZ OSHNN CAHIL ZOOMM SEBBY PLAYY ARCUS YELAH WYZEE BEALE
STHBY1 CLEEE,STHBY HOLTZ DOTSS EYEDL HOMER CLEEE
STHBY1 CNERY,STHBY HOLTZ DOTSS WIILD BLCKD CSTWY CNERY
STHBY1 MISEN,STHBY HOLTZ OSHNN CAHIL ZOOMM SEBBY PLAYY ARCUS YELAH MISEN
STHBY1 OTAYY,STHBY TANNN NNICE PNDAH OTAYY
STHBY1 TCATE,STHBY TANNN NNICE PNDAH TCATE
STPHN3 BFFFY,STPHN BFFFY
STPHN3 ZEEWE,STPHN BFFFY ZEEWE
STRRM1 TUS,STRRM TUS
STRYA8 DPATY,STRYA DPATY
STRYA8 JBULL,STRYA JBULL
STUNO1 ALD,STUNO ALD
STUNO1 IRQ,STUNO FIBRO IRQ
STUNO1 DBN,STUNO DBN
STYCK8 DOLEY,STYCK DOLEY
STYCK8 WTSON,STYCK WTSON
SUMMA2 BKE,SUMMA BKE
SUMMA2 LKV,SUMMA LKV
SUMMR2 DINTY,SUMMR OLOFF RIZIN OINGO DINTY
SUMMR2 FICKY,SUMMR BNANO DONKS FICKY
SUMMR2 MCKEY,SUMMR OLOFF RIZIN MCKEY
SUMMR2 RIZIN,SUMMR OLOFF RIZIN
SUMMR2 SCTRR,SUMMR OLOFF RIZIN TESEA SCTRR
SUMMR2 STOKD,SUMMR OLOFF RIZIN SPLNT STOKD
SUNOL1 LIN,SUNOL LIN
SUNOL1 SAC,SUNOL ALTAM SAC
SWABR1 ALIAN,SWABR RBBIT FUMED ALIAN
SWABR1 BRHMA,SWABR ROOOO RUFFS KATZZ BRHMA
SWABR1 CIKAN,SWABR RBBIT LYNDE WSTEX CIKAN
SWABR1 DOSXX,SWABR RBBIT LYNDE WSTEX DOSXX
SWABR1 HUDAD,SWABR PGLET MUTEE HUDAD
SWABR1 HULZE,SWABR TYGGR DBLSS HRPER HULZE
SWABR1 WSTEX,SWABR RBBIT LYNDE WSTEX
SWPFX3 FILLI,SWPFX FILLI
SWTSR7 ADM,SWTSR LOWGN ADM
SWTSR7 BLECO,SWTSR BLECO
SWTSR7 EAKER,SWTSR GRABE EAKER
SWTSR7 GRABE,SWTSR GRABE
SWTSR7 MLC,SWTSR AKUNA TIKYS MLC
SWTSR7 OKM,SWTSR GRABE EAKER OKM
SWTSR7 ROLLS,SWTSR LOWGN ADM MRMAC ROLLS
SWTSR7 TIKYS,SWTSR AKUNA TIKYS
SWTSR7 TUL,SWTSR BLECO ZEMMA TUL
SWTSR7 IRW,SWTSR BLECO ZEMMA IRW
SWTSR7 ZEMMA,SWTSR BLECO ZEMMA
TAFOY3 ACH,TAFOY ACH
TAFOY3 FTI,TAFOY FTI
TAZMO3 BURME,TAZMO BURME
TBIRD6 CHEFS,TBIRD CHEFS
TBIRD6 KPASA,TBIRD SIGME PANNT MATLK HAHNA KPASA
TBIRD6 MATLK,TBIRD SIGME PANNT MATLK
TBIRD6 SHRKS,TBIRD SIGME PANNT MATLK WAKKO MJAMS SHRKS
TBIRD6 SMELZ,TBIRD SIGME PANNT MATLK HAHNA SMELZ
TBIRD6 VIYAP,TBIRD SIGME PANNT MATLK ONEWY ZERBO DUCEN FEMON VIYAP
TDOWN3 SFL,TDOWN CADEK SFL
TEBRD3 ATOKA,TEBRD ATOKA
TECKY4 JFREE,TECKY JFREE
TECKY4 VLREE,TECKY VLREE
TEDDD5 HILTS,TEDDD ENL ZOLLI HILTS
TEDDD5 IIU,TEDDD ENL ZOLLI HILTS IIU
TERPZ8 CLTCH,TERPZ LITME HIRCK BUTRZ CLTCH
TERPZ8 FLASK,TERPZ LITME HIRCK BUTRZ CLTCH KERRK TEEMS FLASK
TERPZ8 GLANC,TERPZ LITME HIRCK SCRAM DANOO WALCE GLANC
TERPZ8 MAULS,TERPZ LITME HIRCK BUTRZ CLTCH KERRK MAULS
TERPZ8 MELTN,TERPZ LITME HIRCK JDUBB CASLY MELTN
TERPZ8 RRSIN,TERPZ LITME HIRCK JDUBB TYPNZ SCORN RRSIN
TEX5 ADM,FUZ LOWGN ADM
TEX5 BLECO,FUZ BLECO
TEX5 DECKK,FUZ BLECO ZEMMA NOOGY DECKK
TEX5 EAKER,FUZ GRABE EAKER
TEX5 GRABE,FUZ GRABE
TEX5 OKM,FUZ GRABE EAKER OKM
TEX5 ROLLS,FUZ LOWGN ADM MRMAC ROLLS
TEX5 TUL,FUZ BLECO ZEMMA TUL
TEX5 IRW,FUZ BLECO ZEMMA IRW
TEX5 ZEMMA,FUZ BLECO ZEMMA
THRPE3 FLECH,THRPE GGOLD FLECH
THRPE3 GGOLD,THRPE GGOLD
TIDES1 CAMJO,TIDES HYRON BRUNG ENDED WILON SPRNG CAMJO
TIDES1 CIGAR,TIDES GOLTY PSTOL CIGAR
TIDES1 FROOT,TIDES GOLTY PSTOL FROOT
TIDES1 MOMIE,TIDES HYRON BRUNG ENDED MOMIE
TIFTO8 TIFTO,MCI TIFTO
TIPPN3 BRXTN,TIPPN BRXTN
TJANO1 KAHAN,TJANO TEEPY KAHAN
TJANO1 ZANNI,TJANO TEEPY ZANNI
TOPMM5 COREZ,TOPMM PYPES PLTFM OVEUR OROSZ SHORS MDWAY COREZ
TOPMM5 CSTRO,TOPMM PYPES PLTFM OVEUR OROSZ HEYJO CSTRO
TRI9 BOTTM,GSO BOTTM
TRI9 CARWN,GSO BOLTT CARWN
TRI9 CLINE,GSO CLINE
TRI9 YADKI,GSO YADKI
TRIXY5 AML,TRIXY AML
TRIXY5 ESL,TRIXY ESL
TRIXY5 LDN,TRIXY LDN
TRMML4 GNZOE,TRMML DDEEZ GNZOE
TRSHA1 BAWDS,TRSHA RUFFN BAWDS
TRSHA1 TAARZ,TRSHA GEEPS TAARZ
TRTON2 DINTY,DARRK FIXIT IKAYE RIZIN OINGO DINTY
TRTON2 FICKY,DARRK BNANO DONKS FICKY
TRTON2 MCKEY,DARRK FIXIT IKAYE RIZIN MCKEY
TRTON2 SCTRR,DARRK FIXIT IKAYE TESEA SCTRR
TRTON2 STOKD,DARRK FIXIT IKAYE RIZIN SPLNT STOKD
TRUKN2 DEDHD,TRUKN DEDHD
TRUKN2 GRTFL,TRUKN GRTFL
TRUKN2 MOGEE,TRUKN HYPEE MOGEE
TRUKN2 ORRCA,TRUKN HYPEE ORRCA
TRUKN2 SYRAH,TRUKN COSMC SYRAH
TRUKN2 TIPRE,TRUKN COSMC TIPRE
TRUPR3 COORT,TRUPR COORT
TRUPR3 DRLER,TRUPR DRLER
TRUPR3 GTYER,TRUPR COORT GTYER
TRYTN4 LOOSE,TRYTN LOOSE
TUS9 BAYBI,TUS BAYBI
TUS9 BBALL,TUS BBALL
TUS9 GBN,TUS ROSKR GBN
TUS9 MESCA,TUS MESCA SSO
TUS9 PXR,TUS BBALL PXR
TUS9 REDDY,TUS REDDY SSO
TURPS2 HALBI,TURPS MIXAE HALBI
TURPS2 LENDS,TURPS HAAVI PERMT LENDS
TURPS2 PERMT,TURPS HAAVI PERMT
UCEEE2 BOBBI,UCEEE BOBBI
UECKR6 DELHI,UECKR LADDI DELHI
UECKR6 SAMPL,UECKR SAMPL
UYRIG5 DBL,UYRIG DBL
UYRIG5 SXW,UYRIG SXW
VNY3 AVE,VNY IPIHO TWINE CASTA GMN COREZ AVE
VNY3 DAG,VNY IPIHO TWINE LANGE SLAPP BOGET PMD ETHER DAG
VNY3 FIM,VNY IPIHO SUANA FIM
VNY3 GMN,VNY IPIHO TWINE CASTA GMN
VNY3 PMD,VNY IPIHO TWINE LANGE SLAPP BOGET PMD
VNY3 TWINE,VNY IPIHO TWINE
VARNM2 GLAZR,VARNM GLAZR
VARNM2 RESPE,VARNM RESPE
VTU8 DINTY,VTU SUDDO DINTY
VTU8 RZS,VTU RZS
VENUS4 CLL,TTT ARDIA ELLVR CLL
VENUS4 ELLVR,TTT ARDIA ELLVR
VENUS4 HOARY,TTT NELYN ACT HOARY
VENUS4 TNV,TTT DARTZ TORNN BILEE TNV
VENUS4 SAT,TTT NELYN ACT HOARY SAT
VENUS4 TORNN,TTT DARTZ TORNN
VENUS4 ACT,TTT NELYN ACT
VENUS4 WINDU,TTT JASPA WINDU
VICTO1 HLN,VICTO HLN
VICTO1 MLP,VICTO GRAAP MLP
VICTO1 LKT,VICTO LKT
VICTO1 SKOTT,VICTO GRAAP INHAL MOHEN SKOTT
VRSTY3 NOKIE,VRSTY NOKIE
VVERA2 DAG,VVERA SSETH DAG
VVERA2 HEC,VVERA SSETH HEC
WAGGE8 LLC,WAGGE JERGA LLC
WATFO6 ANKRR,VUH ANKRR
WATFO6 KELPP,VUH KELPP
WATFO6 MUSYL,VUH MUSYL
WEAZL5 CLAWD,WEAZL CLAWD
WENAS7 ELN,WENAS OJAHO ELN
WENAS7 PAPPS,WENAS OHKAR PAPPS
WENAS7 PERTT,WENAS SELAH PERTT
WENAS7 RUBEL,WENAS OLUWO RUBEL
WENAS7 SUNED,WENAS OHAWY SUNED
WENAS7 TITON,WENAS ORJOR TITON
WENDY3 BELMN,WENDY BELMN
WENDY3 HNGER,WENDY LARKO HNGER
WENDY3 LARKO,WENDY LARKO
WESLA5 KAYEX,PORTE KAYEX
WESLA5 KTINA,PORTE KTINA
WESLA5 NTELL,PORTE UTOOB NTELL
WESLA5 SUSEY,PORTE SUSEY
WESLA5 YYUNG,PORTE FFOIL LIBBO YYUNG
WETSI2 BINAL,WETSI BINAL
WHAMY5 IMB,WHAMY IMB
WHAMY5 KOATA,WHAMY KOATA
WHRLI7 MCM,WHRLI MRCOS MCM
WIGLE3 LUCKK,WIGLE RINZY BANNG LUCKK
WIGLE3 NOKIE,WIGLE CHPER VRSTY NOKIE
WIGLE3 SARGE,WIGLE RINZY HAALO SARGE
WIGLE3 WALET,WIGLE CHPER SMLTZ WALET
WLDCT6 KENTN,MCI KENTN
WLDCT6 SLN,MCI SLN
WLDCT6 ICT,MCI KENTN ICT
ISN6 FONIA,ISN FONIA
ISN6 FORBI,ISN FORBI
ISN6 GINBE,ISN GINBE
ISN6 HASOS,ISN HASOS
ISN6 OFEGY,ISN OFEGY
WLDKT4 BBALL,WLDKT BBALL
WLDKT4 GBN,WLDKT ROSKR GBN
WLDKT4 HOTTT,WLDKT HOTTT
WLDKT4 SSO,WLDKT OLLSN REDDY SSO
WLFRD2 ALASK,WLFRD VCNTE ALASK
WLFRD2 BQN,WLFRD VCNTE OMMAR MIGGL ADECY KMCHO BQN
WLFRD2 DDP,WLFRD VCNTE OMMAR MIGGL ADECY JOSHE DDP
WLFRD2 OLGAH,WLFRD OLGAH
WLKKR4 COREZ,WLKKR OROSZ BRRKK SHORS MDWAY COREZ
WLKKR4 CSTRO,WLKKR OROSZ HEYJO CSTRO
WLKKR4 OROSZ,WLKKR OROSZ
WLSTN7 GRB,WLSTN GRB
WNGSS1 HBU,WNGSS BUBLS BRANF BAYLR BOBBA HBU
WNGSS1 CHNGY,WNGSS ZENLO ZIMMR CHNGY
WNGSS1 TEHRU,WNGSS BUBLS BRANF BAYLR BOBBA TEHRU
WNGSS1 VOAXA,WNGSS KINLE COORZ VOAXA
WNGSS1 WERNR,WNGSS COUSN CONNR WERNR
WNNDY3 COREZ,WNNDY SHORS MDWAY COREZ
WNNDY3 CSTRO,WNNDY HEYJO CSTRO
WNSKI2 FERER,WNSKI FERER
WNSKI2 JUWSO,WNSKI DRRTY JUWSO
WNSKI2 KACEE,WNSKI PHYLE KACEE
WNSKI2 KARLO,WNSKI ZADER KARLO
WNSKI2 MUMTE,WNSKI TURNE MUMTE
WOOLY2 AGARD,WOOLY AGARD
WOOLY2 BAL,WOOLY BAL
WOOLY2 SWANN,WOOLY SWANN
WORTH1 ABI,TTT PODDE MQP ABI
WORTH1 CDS,TTT FERRA SCABI CDS
WORTH1 CNX,TTT PODDE MQP ABI LBB CNX
WORTH1 LBB,TTT PODDE MQP ABI LBB
WORTH1 PNH,TTT FERRA SCABI CDS PNH
WORTH1 PODDE,TTT PODDE
WORTH1 TXO,TTT PODDE MQP ABI LBB TXO
WSTEX2 CIKAN,WSTEX CIKAN
WSTEX2 DOSXX,WSTEX DOSXX
WYLSN8 GIFFA,MONNT BUMCO GIFFA
WYLSN8 MAJKK,MONNT KLJOY MAJKK
WYNGS5 RAMAY,WYNGS RAMAY
WYNNR4 FLW,WYNNR FLW
WYNNR4 PRB,WYNNR PRB
WYNNR4 RZS,WYNNR RZS
XAVRR2 SLLAM,XAVRR SLLAM
YELLO4 CYS,DEN YALES CYS
YELLO4 HANKI,DEN COPLA HANKI
YELLO4 LAR,DEN YAMMI LAR
YELLO4 MBW,DEN YAMMI MBW
YELLO4 NATTI,DEN YAMMI LAR NATTI
YELLO4 RAP,DEN GLL RAP
YELLO4 BFF,DEN BFF
YODUH1 KLNGR,YODUH KLNGR
YODUH1 PRTZY,YODUH GJACK PRTZY
YOTES6 GCN,YOTES GCN
YOTES6 JARPA,YOTES JARPA
YOTES6 YOOPR,YOTES YOOPR
ZAAPA5 PUUDL,ZAAPA PUUDL
ZAAPA5 SINKR,ZAAPA YELOE SINKR
ZAAPA5 SNNOH,ZAAPA YELOE SNNOH
ZACHH4 BSKAT,ZACHH BSKAT
ZARLO2 GLASR,ZARLO GLASR
ZARLO2 SKYKO,ZARLO HYAKK SKYKO
ZEFFR9 BLKJK,EPOSE HITME WITTT DATTT BLKJK
ZEFFR9 DARBI,EPOSE KSINO DARBI
ZEFFR9 MRLET,EPOSE JCKPT MRLET
ZEFFR9 PESKE,EPOSE FOLDD ODLEE PESKE
ZELAN4 BOBBD,ZELAN SMKEY HUCHH BOBBD
ZELAN4 EMAHH,ZELAN WURLD PENCL LEDRR EMAHH
ZELAN4 GLAZR,ZELAN WURLD VARNM GLAZR
ZELAN4 JAACE,ZELAN WURLD PENCL LEDRR JAACE
ZELAN4 RAFTN,ZELAN PADGT RAFTN
ZELAN4 RESPE,ZELAN WURLD VARNM RESPE
ZELAN4 SMTTH,ZELAN PADGT COLVN SMTTH
ZEPER2 RRSTA,ZEPER MAYSA RRSTA
ZETTR4 DUTEL,ZETTR KARIT DUTEL
ZETTR4 ETBOX,ZETTR KARIT ETBOX
ZETTR4 KELTI,ZETTR TANKO KELTI
ZETTR4 SIKBO,ZETTR TANKO SIKBO
ZETTR4 TANKO,ZETTR TANKO
ZIASE5 ABQ,ZIASE ABQ
ZIASE5 GUP,ZIASE CABZO GUP
ZILLI5 FICKY,ZILLI LAUER PLLUT DUNZL IGOTT FICKY
ZILLI5 GROGU,ZILLI BEAUT RIFFT MALIT GROGU
ZIMMR3 CHNGY,ZIMMR CHNGY
ZIONZ1 BCE,ZIONZ GITLN LODUY URNUW BCE
ZIONZ1 EHK,ZIONZ GITLN LODUY URNUW EHK
ZIONZ1 EYELO,ZIONZ KOOGR ROMMN PLEZZ EYELO
ZIONZ1 KIMMR,ZIONZ KOOGR ROMMN KIMMR
ZIONZ1 KROST,ZIONZ GITLN LODUY KROST
ZMBRO7 ODI,ZMBRO ODI
ZOOMM3 BEALE,ZOOMM SEBBY PLAYY ARCUS YELAH WYZEE BEALE
ZOOMM3 HAILO,ZOOMM SEBBY PLAYY GUNNR ARRMY HAILO
ZOOMM3 LAS,ZOOMM SEBBY PLAYY NNAVY BLAZN LAS
ZOOMM3 MISEN,ZOOMM SEBBY PLAYY ARCUS YELAH MISEN
ZOOMM3 NNAVY,ZOOMM SEBBY PLAYY NNAVY
ZUMIT5 FOXOM,ZUMIT FOXOM
ZZOOO4 CENZA,ZZOOO CENZA
ZZOOO4 GBN,ZZOOO ANRMN JORRJ GRIDR GUUSE BLUZE IPL BZA HOGGZ MOHAK JUDTH GBN
ZZOOO4 HOGGZ,ZZOOO ANRMN JORRJ GRIDR GUUSE BLUZE IPL BZA HOGGZ
ZZOOO4 MTBAL,ZZOOO ANRMN JORRJ GRIDR PIEZZ NSHEE MTBAL
ZZOOO4 TGOLD,ZZOOO ANRMN JORRJ GRIDR GUUSE BLUZE IPL BZA HOGGZ MOHAK JUDTH TGOLD
